county_id,county_name,state,population
20015,Butler County,Kansas,71061
35035,Otero County,New Mexico,73463
27013,Blue Earth County,Minnesota,72814
21145,McCracken County,Kentucky,65433
30049,Lewis and Clark County,Montana,48925
36113,Warren County,New York,58508
48347,Nacogdoches County,Texas,42915
13047,Catoosa County,Georgia,72301
34033,Salem County,New Jersey,58547
27131,Rice County,Minnesota,60175
42025,Carbon County,Pennsylvania,78514
36051,Livingston County,New York,52177
39009,Athens County,Ohio,67617
20155,Reno County,Kansas,45429
36043,Herkimer County,New York,71985
37163,Sampson County,North Carolina,68383
13179,Liberty County,Georgia,66276
26067,Ionia County,Michigan,74088
21199,Pulaski County,Kentucky,52260
6033,Lake County,California,46055
13255,Spalding County,Georgia,50039
21195,Pike County,Kentucky,45936
27035,Crow Wing County,Minnesota,59720
55111,Sauk County,Wisconsin,51478
55017,Chippewa County,Wisconsin,69309
26117,Montcalm County,Michigan,46438
36115,Washington County,New York,43294
47063,Hamblen County,Tennessee,50564
6103,Tehama County,California,49421
5115,Pope County,Arkansas,77771
45055,Kershaw County,South Carolina,44479
51143,Pittsylvania County,Virginia,68969
21185,Oldham County,Kentucky,73874
42015,Bradford County,Pennsylvania,74908
41011,Coos County,Oregon,58799
40047,Garfield County,Oklahoma,67476
37069,Franklin County,North Carolina,45649
36021,Columbia County,New York,62291
22001,Acadia Parish,Louisiana,55411
54055,Mercer County,West Virginia,54638
48427,Starr County,Texas,41681
39087,Lawrence County,Ohio,76605
36077,Otsego County,New York,46033
5033,Crawford County,Arkansas,61577
47167,Tipton County,Tennessee,78604
39167,Washington County,Ohio,79013
18173,Warrick County,Indiana,59358
13157,Jackson County,Georgia,54396
26149,St. Joseph County,Michigan,56371
48497,Wise County,Texas,79038
39083,Knox County,Ohio,74600
49045,Tooele County,Utah,75153
31079,Hall County,Nebraska,53557
27027,Clay County,Minnesota,66189
37167,Stanly County,North Carolina,58567
50021,Rutland County,Vermont,72940
53045,Mason County,Washington,78356
18011,Boone County,Indiana,47241
45043,Georgetown County,South Carolina,60914
37105,Lee County,North Carolina,56290
33001,Belknap County,New Hampshire,74090
39143,Sandusky County,Ohio,46044
37061,Duplin County,North Carolina,73229
28087,Lowndes County,Mississippi,69169
17077,Jackson County,Illinois,71553
12131,Walton County,Florida,66686
1113,Russell County,Alabama,48201
21125,Laurel County,Kentucky,45188
53071,Walla Walla County,Washington,66848
8014,Broomfield,Colorado,62434
36037,Genesee County,New York,78848
50023,Washington County,Vermont,70390
22113,Vermilion Parish,Louisiana,70152
37087,Haywood County,North Carolina,52249
26015,Barry County,Michigan,50881
37107,Lenoir County,North Carolina,69513
39077,Huron County,Ohio,67920
29145,Newton County,Missouri,41201
28073,Lamar County,Mississippi,58924
37077,Granville County,North Carolina,42831
48001,Anderson County,Texas,44784
1009,Blount County,Alabama,77677
6069,San Benito County,California,58761
27111,Otter Tail County,Minnesota,50478
17195,Whiteside County,Illinois,75033
47035,Cumberland County,Tennessee,72490
47019,Carter County,Tennessee,60411
8045,Garfield County,Colorado,58888
23017,Oxford County,Maine,79386
37047,Columbus County,North Carolina,76779
2122,Kenai Peninsula Borough,Alaska,70704
54049,Marion County,West Virginia,50596
47073,Hawkins County,Tennessee,49336
55021,Columbia County,Wisconsin,74636
54079,Putnam County,West Virginia,73627
42103,Pike County,Pennsylvania,55147
51067,Franklin County,Virginia,78754
39129,Pickaway County,Ohio,72227
50027,Windsor County,Vermont,47869
48323,Maverick County,Texas,70573
39147,Seneca County,Ohio,65235
45021,Cherokee County,South Carolina,66780
13129,Gordon County,Georgia,57568
20169,Saline County,Kansas,67597
37065,Edgecombe County,North Carolina,55855
35015,Eddy County,New Mexico,59153
48199,Hardin County,Texas,65839
37141,Pender County,North Carolina,65222
1001,Autauga County,Alabama,63051
51031,Campbell County,Virginia,78282
54037,Jefferson County,West Virginia,49808
28109,Pearl River County,Mississippi,75415
51191,Washington County,Virginia,72926
23009,Hancock County,Maine,44326
36035,Fulton County,New York,55052
29101,Johnson County,Missouri,50462
1033,Colbert County,Alabama,60551
13103,Effingham County,Georgia,69905
26157,Tuscola County,Michigan,47052
32510,Carson City,Nevada,54221
17007,Boone County,Illinois,45575
42121,Venango County,Pennsylvania,77309
6109,Tuolumne County,California,61299
29113,Lincoln County,Missouri,42891
27025,Chisago County,Minnesota,64845
29169,Pulaski County,Missouri,58415
17029,Coles County,Illinois,54660
40051,Grady County,Oklahoma,56159
48401,Rusk County,Texas,79041
29213,Taney County,Missouri,45826
22101,St. Mary Parish,Louisiana,67169
37083,Halifax County,North Carolina,51016
47031,Coffee County,Tennessee,73002
39159,Union County,Ohio,52728
8067,La Plata County,Colorado,69893
4007,Gila County,Arizona,68438
47145,Roane County,Tennessee,48958
39005,Ashland County,Ohio,78747
1071,Jackson County,Alabama,66186
22099,St. Martin Parish,Louisiana,77316
48221,Hood County,Texas,47449
22089,St. Charles Parish,Louisiana,69608
51089,Henry County,Virginia,49949
22115,Vernon Parish,Louisiana,44082
48467,Van Zandt County,Texas,68648
8037,Eagle County,Colorado,79310
17141,Ogle County,Illinois,46190
32007,Elko County,Nevada,46573
39037,Darke County,Ohio,77396
37189,Watauga County,North Carolina,56421
47107,McMinn County,Tennessee,54281
55135,Waupaca County,Wisconsin,47480
47089,Jefferson County,Tennessee,51784
17095,Knox County,Illinois,75264
26027,Cass County,Michigan,72333
23025,Somerset County,Maine,75428
36033,Franklin County,New York,49712
24047,Worcester County,Maryland,77431
40147,Washington County,Oklahoma,58484
32019,Lyon County,Nevada,55910
42127,Wayne County,Pennsylvania,50188
13039,Camden County,Georgia,68504
51660,Harrisonburg,Virginia,49723
37093,Hoke County,North Carolina,46878
28071,Lafayette County,Mississippi,66762
27169,Winona County,Minnesota,62283
55043,Grant County,Wisconsin,71892
1031,Coffee County,Alabama,54238
48073,Cherokee County,Texas,67415
49003,Box Elder County,Utah,42071
35009,Curry County,New Mexico,76779
47105,Loudon County,Tennessee,54094
47043,Dickson County,Tennessee,52338
36107,Tioga County,New York,67050
17063,Grundy County,Illinois,60755
21113,Jessamine County,Kentucky,61083
48265,Kerr County,Texas,56729
21209,Scott County,Kentucky,46772
18029,Dearborn County,Indiana,47844
36057,Montgomery County,New York,65559
1045,Dale County,Alabama,73568
17073,Henry County,Illinois,75489
46083,Lincoln County,South Dakota,64229
40079,Le Flore County,Oklahoma,72892
5035,Crittenden County,Arkansas,68410
28151,Washington County,Mississippi,67528
21073,Franklin County,Kentucky,69714
55015,Calumet County,Wisconsin,43883
36017,Chenango County,New York,47990
47053,Gibson County,Tennessee,75169
48277,Lamar County,Texas,76788
41009,Columbia County,Oregon,40462
44001,Bristol County,Rhode Island,55213
39149,Shelby County,Ohio,60520
42009,Bedford County,Pennsylvania,55168
18065,Henry County,Indiana,66724
28105,Oktibbeha County,Mississippi,56349
36023,Cortland County,New York,51411
12063,Jackson County,Florida,52337
21019,Boyd County,Kentucky,47600
48465,Val Verde County,Texas,57503
24035,Queen Anne's County,Maryland,68805
51047,Culpeper County,Virginia,50953
40019,Carter County,Oklahoma,48411
36039,Greene County,New York,74504
19045,Clinton County,Iowa,76926
50011,Franklin County,Vermont,78109
28149,Warren County,Mississippi,71415
56005,Campbell County,Wyoming,44204
36003,Allegany County,New York,47301
48349,Navarro County,Texas,58960
40021,Cherokee County,Oklahoma,60761
26123,Newaygo County,Michigan,69821
13175,Laurens County,Georgia,75230
40113,Osage County,Oklahoma,52645
31019,Buffalo County,Nebraska,56782
18113,Noble County,Indiana,47908
33003,Carroll County,New Hampshire,49637
37013,Beaufort County,North Carolina,41255
22061,Lincoln Parish,Louisiana,63067
48325,Medina County,Texas,78701
19181,Warren County,Iowa,44286
32005,Douglas County,Nevada,44955
18099,Marshall County,Indiana,58479
48013,Atascosa County,Texas,61126
17117,Macoupin County,Illinois,70912
49021,Iron County,Utah,42925
4023,Santa Cruz County,Arizona,67881
17177,Stephenson County,Illinois,46325
36025,Delaware County,New York,71234
21107,Hopkins County,Kentucky,52627
42087,Mifflin County,Pennsylvania,43686
37169,Stokes County,North Carolina,46793
53075,Whitman County,Washington,59556
27049,Goodhue County,Minnesota,67236
8043,Fremont County,Colorado,64013
22117,Washington Parish,Louisiana,74029
37153,Richmond County,North Carolina,57825
41041,Lincoln County,Oregon,77776
21101,Henderson County,Kentucky,58958
13071,Colquitt County,Georgia,66951
45025,Chesterfield County,South Carolina,60932
12039,Gadsden County,Florida,64352
26059,Hillsdale County,Michigan,44900
13009,Baldwin County,Georgia,49171
39011,Auglaize County,Ohio,60112
47003,Bedford County,Tennessee,49269
18093,Lawrence County,Indiana,48735
48373,Polk County,Texas,68908
42061,Huntingdon County,Pennsylvania,49692
55005,Barron County,Wisconsin,40425
27007,Beltrami County,Minnesota,76725
40071,Kay County,Oklahoma,65895
54019,Fayette County,West Virginia,59361
28045,Hancock County,Mississippi,52507
27061,Itasca County,Minnesota,73864
42099,Perry County,Pennsylvania,77433
39091,Logan County,Ohio,48938
48493,Wilson County,Texas,72864
55081,Monroe County,Wisconsin,46665
16011,Bingham County,Idaho,52942
47123,Monroe County,Tennessee,67998
56037,Sweetwater County,Wyoming,59333
48473,Waller County,Texas,72110
42065,Jefferson County,Pennsylvania,64487
37111,McDowell County,North Carolina,60115
40137,Stephens County,Oklahoma,69078
13275,Thomas County,Georgia,79913
42119,Union County,Pennsylvania,52155
37181,Vance County,North Carolina,77954
29161,Phelps County,Missouri,59238
5093,Mississippi County,Arkansas,44193
18145,Shelby County,Indiana,61017
40121,Pittsburg County,Oklahoma,41672
21179,Nelson County,Kentucky,70143
6009,Calaveras County,California,57137
40083,Logan County,Oklahoma,70963
29027,Callaway County,Missouri,45663
51540,Charlottesville,Virginia,44207
39015,Brown County,Ohio,61647
40013,Bryan County,Oklahoma,53536
21211,Shelby County,Kentucky,58149
55033,Dunn County,Wisconsin,62546
51185,Tazewell County,Virginia,52643
1021,Chilton County,Alabama,58700
55031,Douglas County,Wisconsin,48022
29029,Camden County,Missouri,64498
50025,Windham County,Vermont,48260
48053,Burnet County,Texas,79212
6093,Siskiyou County,California,49628
22095,St. John the Baptist Parish,Louisiana,50577
12121,Suwannee County,Florida,48640
54069,Ohio County,West Virginia,79065
26023,Branch County,Michigan,44731
39075,Holmes County,Ohio,66172
19033,Cerro Gordo County,Iowa,47033
22087,St. Bernard Parish,Louisiana,75381
55095,Polk County,Wisconsin,66137
18071,Jackson County,Indiana,72926
53065,Stevens County,Washington,48653
5091,Miller County,Arkansas,79711
13137,Habersham County,Georgia,79784
39071,Highland County,Ohio,67635
39097,Madison County,Ohio,57228
13069,Coffee County,Georgia,73628
26107,Mecosta County,Michigan,40073
5055,Greene County,Arkansas,59642
29023,Butler County,Missouri,77627
21009,Barren County,Kentucky,63261
33019,Sullivan County,New Hampshire,61202
42083,McKean County,Pennsylvania,40139
51590,Danville,Virginia,63480
19139,Muscatine County,Iowa,69709
39033,Crawford County,Ohio,42529
51171,Shenandoah County,Virginia,61177
39051,Fulton County,Ohio,75582
42117,Tioga County,Pennsylvania,56992
27067,Kandiyohi County,Minnesota,43473
18037,Dubois County,Indiana,75387
18033,DeKalb County,Indiana,73044
48499,Wood County,Texas,52156
32023,Nye County,Nevada,61616
42115,Susquehanna County,Pennsylvania,42656
36073,Orleans County,New York,41374
29159,Pettis County,Missouri,69402
1047,Dallas County,Alabama,67853
47099,Lawrence County,Tennessee,78782
26057,Gratiot County,Michigan,47026
39027,Clinton County,Ohio,65560
26151,Sanilac County,Michigan,63578
53037,Kittitas County,Washington,47112
39135,Preble County,Ohio,79845
51683,Manassas,Virginia,77124
48249,Jim Wells County,Texas,51228
55115,Shawano County,Wisconsin,56939
55075,Marinette County,Wisconsin,67586
37059,Davie County,North Carolina,42121
36121,Wyoming County,New York,53593
54099,Wayne County,West Virginia,45322
40041,Delaware County,Oklahoma,79924
22009,Avoyelles Parish,Louisiana,71228
40135,Sequoyah County,Oklahoma,67904
48481,Wharton County,Texas,42317
1123,Tallapoosa County,Alabama,49887
53047,Okanogan County,Washington,57186
13233,Polk County,Georgia,66039
39123,Ottawa County,Ohio,54112
47051,Franklin County,Tennessee,50400
56013,Fremont County,Wyoming,42702
19127,Marshall County,Iowa,66663
55093,Pierce County,Wisconsin,58164
5005,Baxter County,Arkansas,40713
37099,Jackson County,North Carolina,58140
42123,Warren County,Pennsylvania,73263
30081,Ravalli County,Montana,50642
40097,Mayes County,Oklahoma,41249
39107,Mercer County,Ohio,57474
8085,Montrose County,Colorado,44689
16017,Bonner County,Idaho,48751
5139,Union County,Arkansas,56293
22119,Webster Parish,Louisiana,44593
51195,Wise County,Virginia,57452
19057,Des Moines County,Iowa,42326
29091,Howell County,Missouri,50417
13277,Tift County,Georgia,58187
47013,Campbell County,Tennessee,68195
35039,Rio Arriba County,New Mexico,44649
28113,Pike County,Mississippi,77432
37139,Pasquotank County,North Carolina,72737
47177,Warren County,Tennessee,49432
42035,Clinton County,Pennsylvania,59521
16069,Nez Perce County,Idaho,63116
48459,Upshur County,Texas,50619
42109,Snyder County,Pennsylvania,51781
48143,Erath County,Texas,48200
12075,Levy County,Florida,58567
39059,Guernsey County,Ohio,56548
23013,Knox County,Maine,78995
47021,Cheatham County,Tennessee,44998
53017,Douglas County,Washington,54410
39021,Champaign County,Ohio,63893
40111,Okmulgee County,Oklahoma,68310
12093,Okeechobee County,Florida,56868
27099,Mower County,Minnesota,63257
29201,Scott County,Missouri,76329
20037,Crawford County,Kansas,59269
37145,Person County,North Carolina,51130
17203,Woodford County,Illinois,64382
13213,Murray County,Georgia,73263
48055,Caldwell County,Texas,42784
27009,Benton County,Minnesota,68259
17055,Franklin County,Illinois,53203
18061,Harrison County,Indiana,48888
42031,Clarion County,Pennsylvania,71303
22069,Natchitoches Parish,Louisiana,78728
23027,Waldo County,Maine,66194
36031,Essex County,New York,53775
21071,Floyd County,Kentucky,76639
51187,Warren County,Virginia,45819
26033,Chippewa County,Michigan,73471
47047,Fayette County,Tennessee,60122
17081,Jefferson County,Illinois,60990
17121,Marion County,Illinois,60636
39039,Defiance County,Ohio,43565
49043,Summit County,Utah,63239
48097,Cooke County,Texas,69081
18017,Cass County,Indiana,56543
47045,Dyer County,Tennessee,78725
27059,Isanti County,Minnesota,59142
17105,Livingston County,Illinois,65927
29109,Lawrence County,Missouri,75471
18107,Montgomery County,Indiana,58333
16057,Latah County,Idaho,70030
37197,Yadkin County,North Carolina,47468
18087,LaGrange County,Indiana,42170
40123,Pontotoc County,Oklahoma,54098
1053,Escambia County,Alabama,55481
18083,Knox County,Indiana,44458
24041,Talbot County,Maryland,59755
17027,Clinton County,Illinois,63795
46013,Brown County,South Dakota,79567
1039,Covington County,Alabama,53728
42059,Greene County,Pennsylvania,58789
45029,Colleton County,South Carolina,76578
48259,Kendall County,Texas,67238
48049,Brown County,Texas,44983
21035,Calloway County,Kentucky,78638
45071,Newberry County,South Carolina,72687
18133,Putnam County,Indiana,61391
39171,Williams County,Ohio,64423
4009,Graham County,Arizona,50904
12051,Hendry County,Florida,72364
21083,Graves County,Kentucky,64453
16065,Madison County,Idaho,58242
56001,Albany County,Wyoming,63047
5009,Boone County,Arkansas,51378
20061,Geary County,Kansas,42730
55083,Oconto County,Wisconsin,42735
28003,Alcorn County,Mississippi,52232
51149,Prince George County,Virginia,55981
41007,Clatsop County,Oregon,62116
20055,Finney County,Kansas,59523
55045,Green County,Wisconsin,55803
19187,Webster County,Iowa,58137
5063,Independence County,Arkansas,70498
37003,Alexander County,North Carolina,54151
26041,Delta County,Michigan,49121
31157,Scotts Bluff County,Nebraska,64500
51073,Gloucester County,Virginia,50401
48071,Chambers County,Texas,46066
18069,Huntington County,Indiana,69729
50001,Addison County,Vermont,52255
39031,Coshocton County,Ohio,65912
50003,Bennington County,Vermont,53613
19099,Jasper County,Iowa,58532
48321,Matagorda County,Texas,43486
27041,Douglas County,Minnesota,51257
6005,Amador County,California,72027
21089,Greenup County,Kentucky,46990
28093,Marshall County,Mississippi,64792
31053,Dodge County,Nebraska,62719
40087,McClain County,Oklahoma,60218
29225,Webster County,Missouri,71931
27147,Steele County,Minnesota,70449
17057,Fulton County,Illinois,64027
26061,Houghton County,Michigan,78533
20035,Cowley County,Kansas,70817
22011,Beauregard Parish,Louisiana,41724
48227,Howard County,Texas,58606
18103,Miami County,Indiana,76994
28095,Monroe County,Mississippi,75898
31111,Lincoln County,Nebraska,50409
37165,Scotland County,North Carolina,64276
39127,Perry County,Ohio,44041
54045,Logan County,West Virginia,67971
27085,McLeod County,Minnesota,49171
21235,Whitley County,Kentucky,48154
48189,Hale County,Texas,68103
13299,Ware County,Georgia,58231
55085,Oneida County,Wisconsin,43722
19111,Lee County,Iowa,61226
29105,Laclede County,Missouri,49270
51093,Isle of Wight County,Virginia,44217
48241,Jasper County,Texas,42316
54025,Greenbrier County,West Virginia,54123
21049,Clark County,Kentucky,74058
29009,Barry County,Missouri,65852
48223,Hopkins County,Texas,70168
49047,Uintah County,Utah,60285
47029,Cocke County,Tennessee,52380
27017,Carlton County,Minnesota,73223
36099,Seneca County,New York,52204
51083,Halifax County,Virginia,78736
19179,Wapello County,Iowa,45629
31119,Madison County,Nebraska,61039
17137,Morgan County,Illinois,57566
39117,Morrow County,Ohio,70470
37055,Dare County,North Carolina,73189
23023,Sagadahoc County,Maine,63901
17103,Lee County,Illinois,77797
37017,Bladen County,North Carolina,63643
48217,Hill County,Texas,51596
20057,Ford County,Kansas,53131
28085,Lincoln County,Mississippi,63875
20079,Harvey County,Kansas,51975
51137,Orange County,Virginia,46175
55019,Clark County,Wisconsin,65622
18001,Adams County,Indiana,47710
19167,Sioux County,Iowa,70785
30093,Silver Bow County,Montana,47856
12027,DeSoto County,Florida,57233
51155,Pulaski County,Virginia,53928
47183,Weakley County,Tennessee,64814
28107,Panola County,Mississippi,59580
18151,Steuben County,Indiana,78827
45027,Clarendon County,South Carolina,53513
40081,Lincoln County,Oklahoma,77985
17049,Effingham County,Illinois,77224
17021,Christian County,Illinois,51172
20125,Montgomery County,Kansas,71696
1017,Chambers County,Alabama,44660
48477,Washington County,Texas,40327
23015,Lincoln County,Maine,75269
39137,Putnam County,Ohio,46438
17011,Bureau County,Illinois,70751
28011,Bolivar County,Mississippi,43589
13219,Oconee County,Georgia,60792
51109,Louisa County,Virginia,52227
54077,Preston County,West Virginia,45464
37113,Macon County,North Carolina,41819
48147,Fannin County,Texas,56477
47103,Lincoln County,Tennessee,45242
18051,Gibson County,Indiana,66646
1079,Lawrence County,Alabama,52668
22039,Evangeline Parish,Louisiana,59110
20111,Lyon County,Kansas,41098
5059,Hot Spring County,Arkansas,41459
17133,Monroe County,Illinois,76159
18073,Jasper County,Indiana,68595
22047,Iberville Parish,Louisiana,74402
1109,Pike County,Alabama,71371
18183,Whitley County,Indiana,77940
19125,Marion County,Iowa,41963
27005,Becker County,Minnesota,79390
13029,Bryan County,Georgia,64038
51001,Accomack County,Virginia,72273
26047,Emmet County,Michigan,63210
45089,Williamsburg County,South Carolina,70451
40089,McCurtain County,Oklahoma,61735
35055,Taos County,New Mexico,70830
27103,Nicollet County,Minnesota,67880
51023,Botetourt County,Virginia,78673
29219,Warren County,Missouri,45540
46011,Brookings County,South Dakota,55217
29107,Lafayette County,Missouri,58258
18023,Clinton County,Indiana,52509
37175,Transylvania County,North Carolina,45605
17157,Randolph County,Illinois,62897
27097,Morrison County,Minnesota,79777
20121,Miami County,Kansas,64116
48025,Bee County,Texas,59563
39079,Jackson County,Ohio,48457
18055,Greene County,Indiana,56072
24011,Caroline County,Maryland,68736
13145,Harris County,Georgia,51020
2110,Juneau,Alaska,61396
24019,Dorchester County,Maryland,64719
26165,Wexford County,Michigan,43301
48449,Titus County,Texas,59708
45023,Chester County,South Carolina,62902
51730,Petersburg,Virginia,68670
47143,Rhea County,Tennessee,75478
31141,Platte County,Nebraska,67850
17109,McDonough County,Illinois,42510
54051,Marshall County,West Virginia,45997
18077,Jefferson County,Indiana,47911
18027,Daviess County,Indiana,42004
18169,Wabash County,Indiana,48733
40115,Ottawa County,Oklahoma,63383
26063,Huron County,Michigan,48564
47079,Henry County,Tennessee,53029
23029,Washington County,Maine,55707
51009,Amherst County,Virginia,77564
6035,Lassen County,California,42838
48273,Kleberg County,Texas,58101
28001,Adams County,Mississippi,43901
45067,Marion County,South Carolina,47292
33007,Coos County,New Hampshire,69230
36095,Schoharie County,New York,69208
21121,Knox County,Kentucky,67242
29069,Dunklin County,Missouri,76805
51173,Smyth County,Virginia,78260
39065,Hardin County,Ohio,73368
31001,Adams County,Nebraska,61463
28083,Leflore County,Mississippi,71580
27119,Polk County,Minnesota,73442
47025,Claiborne County,Tennessee,41308
1059,Franklin County,Alabama,59613
42047,Elk County,Pennsylvania,61406
51117,Mecklenburg County,Virginia,47865
13261,Sumter County,Georgia,67126
22053,Jefferson Davis Parish,Louisiana,75364
29209,Stone County,Missouri,75152
45033,Dillon County,South Carolina,71080
21177,Muhlenberg County,Kentucky,60092
50005,Caledonia County,Vermont,63314
47131,Obion County,Tennessee,40057
47117,Marshall County,Tennessee,49741
21157,Marshall County,Kentucky,59822
12129,Wakulla County,Florida,46900
29167,Polk County,Missouri,49777
27047,Freeborn County,Minnesota,77980
13187,Lumpkin County,Georgia,74756
28115,Pontotoc County,Mississippi,58750
39053,Gallia County,Ohio,51789
26035,Clare County,Michigan,41340
23007,Franklin County,Maine,47738
8029,Delta County,Colorado,67458
41045,Malheur County,Oregon,44606
1093,Marion County,Alabama,59879
48067,Cass County,Texas,69321
55123,Vernon County,Wisconsin,68217
54029,Hancock County,West Virginia,42436
13305,Wayne County,Georgia,67539
53031,Jefferson County,Washington,79988
17107,Logan County,Illinois,79995
24023,Garrett County,Maryland,41353
51035,Carroll County,Virginia,43008
56033,Sheridan County,Wyoming,72969
29207,Stoddard County,Missouri,78530
17135,Montgomery County,Illinois,76639
38105,Williams County,North Dakota,59226
40015,Caddo County,Oklahoma,68059
13227,Pickens County,Georgia,78158
55121,Trempealeau County,Wisconsin,78545
20113,McPherson County,Kansas,59219
28099,Neshoba County,Mississippi,75171
54083,Randolph County,West Virginia,76250
40039,Custer County,Oklahoma,65823
51197,Wythe County,Virginia,56236
35017,Grant County,New Mexico,56878
51033,Caroline County,Virginia,41823
56029,Park County,Wyoming,74637
21163,Meade County,Kentucky,60600
54035,Jackson County,West Virginia,74748
27115,Pine County,Minnesota,75440
26007,Alpena County,Michigan,54864
13177,Lee County,Georgia,51559
20051,Ellis County,Kansas,68026
30047,Lake County,Montana,59387
21021,Boyle County,Kentucky,77710
38059,Morton County,North Dakota,66691
17075,Iroquois County,Illinois,56754
28029,Copiah County,Mississippi,48656
50017,Orange County,Vermont,57905
29127,Marion County,Missouri,70514
48015,Austin County,Texas,60447
39047,Fayette County,Ohio,53347
47055,Giles County,Tennessee,64950
55069,Lincoln County,Wisconsin,49774
39073,Hocking County,Ohio,77058
8117,Summit County,Colorado,70100
26105,Mason County,Michigan,41807
13123,Gilmer County,Georgia,44763
13169,Jones County,Georgia,52722
27021,Cass County,Minnesota,65397
35047,San Miguel County,New Mexico,57821
47017,Carroll County,Tennessee,53657
21095,Harlan County,Kentucky,62905
13143,Haralson County,Georgia,71410
39161,Van Wert County,Ohio,72616
18137,Ripley County,Indiana,55657
8087,Morgan County,Colorado,64259
47115,Marion County,Tennessee,63265
28137,Tate County,Mississippi,55004
39131,Pike County,Ohio,74034
39019,Carroll County,Ohio,48987
28123,Scott County,Mississippi,44989
51167,Russell County,Virginia,46646
51145,Powhatan County,Virginia,56316
18079,Jennings County,Indiana,63438
49039,Sanpete County,Utah,72483
38089,Stark County,North Dakota,48221
51630,Fredericksburg,Virginia,58236
39001,Adams County,Ohio,63800
39069,Henry County,Ohio,73845
13195,Madison County,Georgia,53518
47077,Henderson County,Tennessee,76803
45087,Union County,South Carolina,47383
21193,Perry County,Kentucky,68289
42131,Wyoming County,Pennsylvania,65211
45069,Marlboro County,South Carolina,53561
28133,Sunflower County,Mississippi,70425
6021,Glenn County,California,78984
51053,Dinwiddie County,Virginia,78270
55029,Door County,Wisconsin,67951
48363,Palo Pinto County,Texas,55666
21013,Bell County,Kentucky,43185
28163,Yazoo County,Mississippi,40222
6015,Del Norte County,California,79104
46029,Codington County,South Dakota,60765
18179,Wells County,Indiana,51660
27079,Le Sueur County,Minnesota,60104
5015,Carroll County,Arkansas,59994
13311,White County,Georgia,52343
47097,Lauderdale County,Tennessee,63531
18175,Washington County,Indiana,79062
28145,Union County,Mississippi,58599
54057,Mineral County,West Virginia,41342
37123,Montgomery County,North Carolina,57289
12049,Hardee County,Florida,51928
20009,Barton County,Kansas,55796
28127,Simpson County,Mississippi,71470
13087,Decatur County,Georgia,75822
35006,Cibola County,New Mexico,54346
40049,Garvin County,Oklahoma,79074
13279,Toombs County,Georgia,69279
5123,St. Francis County,Arkansas,58710
21173,Montgomery County,Kentucky,77417
37039,Cherokee County,North Carolina,74330
51840,Winchester,Virginia,49966
21043,Carter County,Kentucky,49267
46093,Meade County,South Dakota,52952
50019,Orleans County,Vermont,47173
37009,Ashe County,North Carolina,77278
36049,Lewis County,New York,62748
54053,Mason County,West Virginia,54675
22031,De Soto Parish,Louisiana,45039
1005,Barbour County,Alabama,78855
22067,Morehouse Parish,Louisiana,41729
13225,Peach County,Georgia,78366
12003,Baker County,Florida,55914
13207,Monroe County,Georgia,53581
48463,Uvalde County,Texas,40935
16051,Jefferson County,Idaho,52998
21141,Logan County,Kentucky,65641
48185,Grimes County,Texas,51855
48407,San Jacinto County,Texas,53991
12007,Bradford County,Florida,78315
18021,Clay County,Indiana,73848
1061,Geneva County,Alabama,69335
45053,Jasper County,South Carolina,55024
13293,Upson County,Georgia,74441
55057,Juneau County,Wisconsin,79605
49051,Wasatch County,Utah,56447
45037,Edgefield County,South Carolina,52045
19015,Boone County,Iowa,78836
47069,Hardeman County,Tennessee,59172
18031,Decatur County,Indiana,63382
24039,Somerset County,Maryland,68042
26127,Oceana County,Michigan,74135
47185,White County,Tennessee,58580
1019,Cherokee County,Alabama,76665
28091,Marion County,Mississippi,65594
16039,Elmore County,Idaho,54712
37007,Anson County,North Carolina,71031
47109,McNairy County,Tennessee,76772
26029,Charlevoix County,Michigan,41809
26043,Dickinson County,Michigan,44601
40065,Jackson County,Oklahoma,51232
47071,Hardin County,Tennessee,56115
21085,Grayson County,Kentucky,64065
51065,Fluvanna County,Virginia,44283
54067,Nicholas County,West Virginia,40744
54059,Mingo County,West Virginia,47017
5071,Johnson County,Arkansas,76202
27095,Mille Lacs County,Minnesota,77623
48419,Shelby County,Texas,58726
20059,Franklin County,Kansas,60538
26031,Cheboygan County,Michigan,63239
19011,Benton County,Iowa,51845
5023,Cleburne County,Arkansas,50529
13257,Stephens County,Georgia,49005
29007,Audrain County,Missouri,56116
41061,Union County,Oregon,55274
8083,Montezuma County,Colorado,53002
29215,Texas County,Missouri,75764
18135,Randolph County,Indiana,42847
29001,Adair County,Missouri,56788
22003,Allen Parish,Louisiana,62993
13267,Tattnall County,Georgia,49628
26051,Gladwin County,Michigan,77876
27083,Lyon County,Minnesota,64197
18129,Posey County,Indiana,72329
41065,Wasco County,Oregon,77214
13147,Hart County,Georgia,48268
26069,Iosco County,Michigan,70560
40133,Seminole County,Oklahoma,67261
28117,Prentiss County,Mississippi,55744
31025,Cass County,Nebraska,79364
48171,Gillespie County,Texas,65680
27015,Brown County,Minnesota,42549
41057,Tillamook County,Oregon,63513
51775,Salem,Virginia,64123
13131,Grady County,Georgia,44372
21239,Woodford County,Kentucky,49551
1025,Clarke County,Alabama,75523
51105,Lee County,Virginia,66526
28027,Coahoma County,Mississippi,48798
29221,Washington County,Missouri,72509
36123,Yates County,New York,54886
13055,Chattooga County,Georgia,60703
