date,count,count2,count3
01/02/07,10,14,26
01/03/07,22,14,8
01/04/07,15,4,27
01/05/07,5,28,14
01/06/07,2,19,7
01/07/07,11,14,30
01/08/07,24,14,11
01/09/07,30,1,5
01/10/07,20,16,2
01/11/07,17,30,8
01/12/07,2,15,14
01/13/07,4,6,5
01/14/07,23,13,10
01/15/07,22,1,19
01/16/07,24,12,3
01/17/07,7,24,29
01/18/07,8,14,11
01/19/07,10,17,1
01/20/07,5,21,9
01/21/07,25,12,18
01/22/07,13,20,11
01/23/07,20,22,9
01/24/07,3,2,15
01/25/07,19,10,26
01/26/07,5,13,5
01/27/07,29,7,3
01/28/07,26,20,15
01/29/07,17,17,7
01/30/07,5,19,7
01/31/07,23,20,20
02/01/07,2,27,14
02/02/07,15,6,10
02/03/07,29,15,12
02/04/07,7,17,26
02/05/07,30,16,21
02/06/07,23,22,2
02/07/07,22,7,6
02/08/07,12,2,26
02/09/07,11,30,9
02/10/07,6,1,8
02/11/07,8,14,12
02/12/07,14,25,28
02/13/07,22,23,6
02/14/07,15,22,21
02/15/07,10,24,15
02/16/07,3,29,2
02/17/07,3,10,16
02/18/07,30,29,28
02/19/07,6,19,4
02/20/07,11,10,14
02/21/07,7,25,11
02/22/07,9,28,12
02/23/07,1,7,16
02/24/07,25,19,29
02/25/07,3,17,20
02/26/07,22,28,8
02/27/07,4,17,15
02/28/07,24,5,25
03/01/07,20,4,10
03/02/07,22,26,24
03/03/07,7,14,26
03/04/07,5,3,4
03/05/07,18,17,16
03/06/07,21,15,19
03/07/07,18,1,11
03/08/07,29,7,23
03/09/07,26,6,30
03/10/07,12,5,15
03/11/07,12,16,4
03/12/07,11,21,23
03/13/07,3,14,8
03/14/07,14,18,4
03/15/07,27,5,14
03/16/07,14,4,3
03/17/07,2,7,26
03/18/07,16,5,6
03/19/07,11,23,11
03/20/07,11,14,26
03/21/07,27,23,27
03/22/07,30,11,10
03/23/07,23,7,19
03/24/07,25,11,28
03/25/07,28,16,22
03/26/07,9,11,16
03/27/07,24,30,16
03/28/07,12,6,20
03/29/07,10,25,2
03/30/07,6,23,18
03/31/07,8,26,25
04/01/07,22,21,23
04/02/07,20,29,4
04/03/07,9,10,2
04/04/07,18,5,12
04/05/07,12,11,26
04/06/07,9,25,7
04/07/07,3,10,24
04/08/07,15,1,25
04/09/07,4,28,6
04/10/07,27,27,3
04/11/07,18,25,10
04/12/07,16,23,5
04/13/07,3,17,5
04/14/07,9,30,20
04/15/07,4,11,30
04/16/07,9,19,15
04/17/07,29,21,20
04/18/07,15,12,2
04/19/07,9,23,19
04/20/07,9,2,14
04/21/07,11,5,16
04/22/07,5,10,22
04/23/07,8,1,4
04/24/07,9,21,20
04/25/07,28,4,1
04/26/07,10,17,18
04/27/07,13,3,6
04/28/07,1,16,5
04/29/07,21,24,19
04/30/07,11,5,17
05/01/07,28,25,20
05/02/07,22,30,17
05/03/07,16,2,6
05/04/07,12,13,1
05/05/07,9,15,19
05/06/07,15,17,25
05/07/07,27,3,22
05/08/07,5,21,14
05/09/07,21,8,3
05/10/07,10,16,15
05/11/07,24,22,6
05/12/07,13,24,24
05/13/07,6,13,9
05/14/07,2,28,16
05/15/07,12,7,15
05/16/07,18,12,24
05/17/07,4,11,30
05/18/07,16,22,1
05/19/07,29,17,8
05/20/07,29,11,8
05/21/07,1,8,25
05/22/07,15,28,17
05/23/07,15,8,12
05/24/07,28,3,22
05/25/07,24,26,3
05/26/07,20,7,2
05/27/07,11,5,23
05/28/07,5,7,30
05/29/07,28,16,30
05/30/07,27,2,10
05/31/07,29,3,30
06/01/07,18,7,8
06/02/07,14,3,4
06/03/07,21,19,11
06/04/07,1,12,8
06/05/07,18,21,2
06/06/07,4,19,19
06/07/07,7,15,15
06/08/07,8,6,2
06/09/07,2,26,18
06/10/07,16,9,12
06/11/07,8,9,22
06/12/07,28,10,28
06/13/07,25,9,17
06/14/07,14,12,4
06/15/07,20,21,2
06/16/07,9,21,25
06/17/07,26,27,14
06/18/07,12,30,29
06/19/07,15,2,23
06/20/07,27,14,1
06/21/07,19,18,21
06/22/07,7,4,20
06/23/07,19,9,16
06/24/07,19,10,9
06/25/07,19,7,18
06/26/07,21,14,10
06/27/07,11,14,13
06/28/07,20,29,7
06/29/07,22,20,6
06/30/07,24,15,19
07/01/07,24,5,12
07/02/07,30,12,20
07/03/07,29,26,29
07/04/07,12,14,23
07/05/07,22,18,6
07/06/07,2,14,26
07/07/07,19,11,23
07/08/07,1,19,21
07/09/07,29,20,17
07/10/07,13,6,29
07/11/07,22,13,13
07/12/07,15,17,1
07/13/07,27,4,27
07/14/07,29,30,25
07/15/07,26,23,29
07/16/07,23,29,20
07/17/07,3,5,26
07/18/07,16,6,6
07/19/07,3,6,7
07/20/07,16,12,22
07/21/07,13,21,30
07/22/07,4,15,1
07/23/07,3,23,20
07/24/07,27,16,27
07/25/07,9,8,22
07/26/07,16,30,26
07/27/07,12,7,28
07/28/07,1,29,5
07/29/07,4,15,18
07/30/07,2,15,1
07/31/07,3,8,4
08/01/07,20,8,28
08/02/07,5,23,30
08/03/07,18,24,25
08/04/07,3,1,11
08/05/07,23,21,21
08/06/07,24,4,16
08/07/07,26,24,14
08/08/07,12,29,4
08/09/07,18,17,17
08/10/07,21,30,17
08/11/07,16,13,28
08/12/07,1,2,4
08/13/07,20,15,15
08/14/07,10,7,30
08/15/07,25,22,18
08/16/07,19,11,23
08/17/07,12,8,10
08/18/07,12,8,14
08/19/07,15,26,8
08/20/07,17,23,4
08/21/07,25,15,8
08/22/07,1,28,14
08/23/07,10,22,6
08/24/07,13,1,1
08/25/07,23,15,9
08/26/07,6,20,15
08/27/07,26,9,8
08/28/07,23,8,12
08/29/07,3,9,14
08/30/07,11,1,6
08/31/07,13,1,30
09/01/07,21,12,21
09/02/07,19,2,9
09/03/07,11,28,22
09/04/07,25,7,10
09/05/07,24,1,13
09/06/07,1,5,1
09/07/07,8,9,2
09/08/07,27,18,5
09/09/07,17,3,6
09/10/07,19,18,16
09/11/07,12,22,24
09/12/07,13,2,24
09/13/07,26,5,1
09/14/07,15,16,15
09/15/07,25,2,23
09/16/07,17,9,12
09/17/07,28,1,13
09/18/07,5,25,1
09/19/07,27,27,1
09/20/07,8,2,2
09/21/07,24,6,11
09/22/07,25,8,23
09/23/07,29,16,15
09/24/07,8,25,14
09/25/07,10,26,16
09/26/07,10,14,11
09/27/07,19,12,16
09/28/07,20,4,17
09/29/07,25,3,23
09/30/07,24,26,5
10/01/07,24,29,9
10/02/07,8,22,9
10/03/07,18,5,21
10/04/07,13,23,26
10/05/07,22,24,25
10/06/07,30,13,16
10/07/07,12,13,10
10/08/07,11,20,24
10/09/07,26,11,28
10/10/07,8,5,24
10/11/07,21,20,17
10/12/07,22,5,15
10/13/07,19,3,26
10/14/07,18,30,5
10/15/07,28,21,14
10/16/07,22,1,3
10/17/07,16,8,27
10/18/07,7,5,19
10/19/07,24,4,11
10/20/07,1,9,11
10/21/07,25,27,29
10/22/07,1,13,16
10/23/07,12,20,5
10/24/07,28,28,12
10/25/07,15,8,21
10/26/07,27,30,9
10/27/07,14,28,16
10/28/07,12,11,9
10/29/07,10,16,12
10/30/07,23,30,1
10/31/07,13,14,14
11/01/07,4,7,8
11/02/07,4,11,14
11/03/07,26,17,29
11/04/07,5,15,26
11/05/07,5,14,12
11/06/07,9,2,13
11/07/07,29,22,8
11/08/07,9,10,22
11/09/07,3,15,1
11/10/07,29,21,22
11/11/07,15,24,23
11/12/07,17,21,27
11/13/07,3,16,11
11/14/07,21,26,2
11/15/07,6,17,13
11/16/07,21,6,28
11/17/07,21,10,17
11/18/07,15,6,12
11/19/07,12,24,2
11/20/07,23,5,8
11/21/07,27,10,7
11/22/07,25,4,3
11/23/07,4,21,22
11/24/07,3,23,4
11/25/07,10,1,22
11/26/07,16,15,8
11/27/07,18,26,3
11/28/07,22,5,29
11/29/07,25,29,5
11/30/07,19,25,6
12/01/07,15,24,6
12/02/07,20,14,8
12/03/07,25,2,11
12/04/07,1,17,16
12/05/07,5,25,27
12/06/07,29,19,3
12/07/07,30,9,9
12/08/07,13,16,25
12/09/07,29,16,2
12/10/07,14,14,10
12/11/07,23,30,15
12/12/07,29,12,9
12/13/07,1,26,29
12/14/07,6,12,23
12/15/07,26,1,5
12/16/07,17,19,16
12/17/07,16,29,7
12/18/07,29,16,6
12/19/07,14,26,24
12/20/07,8,2,15
12/21/07,14,12,5
12/22/07,26,17,8
12/23/07,13,28,11
12/24/07,9,11,18
12/25/07,7,30,4
12/26/07,7,15,13
12/27/07,28,23,20
12/28/07,6,28,20
12/29/07,7,6,5
12/30/07,7,15,25
12/31/07,16,19,30
01/01/08,15,2,5
01/02/08,6,3,14
01/03/08,4,25,22
01/04/08,3,10,25
01/05/08,15,30,19
01/06/08,18,1,23
01/07/08,10,2,6
01/08/08,29,14,2
01/09/08,11,26,23
01/10/08,3,21,3
01/11/08,1,13,14
01/12/08,13,24,21
01/13/08,11,13,10
01/14/08,7,17,5
01/15/08,4,5,12
01/16/08,23,20,2
01/17/08,14,2,3
01/18/08,13,12,1
01/19/08,7,16,5
01/20/08,5,15,21
01/21/08,24,28,29
01/22/08,16,5,5
01/23/08,29,29,15
01/24/08,8,26,7
01/25/08,8,22,17
01/26/08,19,7,14
01/27/08,27,30,25
01/28/08,30,19,28
01/29/08,11,16,6
01/30/08,13,18,19
01/31/08,9,22,3
02/01/08,28,26,2
02/02/08,7,28,16
02/03/08,4,28,27
02/04/08,11,28,19
02/05/08,5,6,8
02/06/08,10,9,30
02/07/08,5,24,19
02/08/08,8,25,5
02/09/08,2,20,4
02/10/08,21,20,27
02/11/08,1,6,26
02/12/08,26,2,5
02/13/08,28,29,19
02/14/08,24,21,1
02/15/08,8,3,2
02/16/08,1,17,20
02/17/08,18,20,3
02/18/08,25,15,28
02/19/08,21,8,5
02/20/08,28,19,24
02/21/08,21,15,21
02/22/08,20,9,25
02/23/08,15,11,11
02/24/08,21,18,24
02/25/08,19,6,28
02/26/08,15,16,14
02/27/08,13,2,1
02/28/08,14,12,27
02/29/08,27,4,6
03/01/08,11,5,19
03/02/08,27,10,10
03/03/08,30,3,13
03/04/08,5,2,8
03/05/08,28,12,16
03/06/08,9,23,2
03/07/08,2,12,26
03/08/08,20,27,2
03/09/08,24,1,25
03/10/08,23,9,13
03/11/08,12,21,2
03/12/08,13,27,18
03/13/08,8,8,6
03/14/08,15,1,17
03/15/08,25,18,2
03/16/08,2,3,24
03/17/08,30,25,24
03/18/08,19,10,13
03/19/08,25,20,27
03/20/08,26,3,8
03/21/08,30,22,18
03/22/08,10,6,30
03/23/08,28,11,12
03/24/08,4,15,10
03/25/08,16,25,4
03/26/08,24,12,21
03/27/08,17,29,17
03/28/08,27,2,4
03/29/08,17,15,19
03/30/08,14,8,17
03/31/08,30,23,1
04/01/08,2,20,15
04/02/08,8,27,1
04/03/08,17,9,3
04/04/08,24,25,2
04/05/08,1,12,3
04/06/08,16,21,24
04/07/08,9,10,11
04/08/08,9,9,10
04/09/08,13,26,19
04/10/08,15,29,14
04/11/08,8,7,25
04/12/08,13,13,29
04/13/08,14,14,13
04/14/08,5,5,4
04/15/08,13,16,1
04/16/08,7,12,13
04/17/08,11,25,14
04/18/08,4,27,13
04/19/08,4,17,12
04/20/08,8,5,5
04/21/08,8,4,21
04/22/08,23,4,12
04/23/08,24,3,11
04/24/08,30,6,1
04/25/08,9,19,10
04/26/08,23,16,24
04/27/08,7,16,29
04/28/08,7,16,21
04/29/08,16,22,23
04/30/08,19,2,7
05/01/08,26,24,19
05/02/08,21,13,20
05/03/08,13,22,3
05/04/08,11,16,26
05/05/08,7,24,20
05/06/08,7,11,17
05/07/08,16,28,7
05/08/08,3,28,24
05/09/08,20,27,12
05/10/08,27,30,3
05/11/08,13,12,16
05/12/08,1,12,18
05/13/08,21,8,4
05/14/08,26,29,24
05/15/08,10,13,17
05/16/08,7,30,4
05/17/08,5,20,9
05/18/08,5,22,21
05/19/08,24,5,23
05/20/08,4,8,19
05/21/08,21,11,29
05/22/08,15,4,19
05/23/08,14,16,6
05/24/08,25,6,14
05/25/08,30,1,11
05/26/08,12,19,9
05/27/08,26,4,22
05/28/08,7,7,17
05/29/08,17,3,1
05/30/08,4,17,14
05/31/08,24,4,25
06/01/08,13,5,20
06/02/08,8,2,27
06/03/08,3,18,2
06/04/08,11,7,11
06/05/08,28,30,27
06/06/08,30,10,17
06/07/08,27,28,10
06/08/08,18,23,18
06/09/08,25,24,4
06/10/08,30,7,2
06/11/08,23,10,24
06/12/08,12,29,12
06/13/08,7,17,22
06/14/08,12,25,1
06/15/08,11,30,6
06/16/08,22,14,13
06/17/08,29,12,6
06/18/08,23,17,22
06/19/08,16,6,26
06/20/08,14,23,5
06/21/08,9,4,13
06/22/08,24,10,29
06/23/08,28,19,17
06/24/08,21,8,29
06/25/08,19,10,5
06/26/08,22,22,6
06/27/08,21,28,26
06/28/08,12,3,27
06/29/08,13,3,14
06/30/08,11,24,22
07/01/08,25,6,10
07/02/08,29,11,8
07/03/08,3,3,9
07/04/08,10,24,18
07/05/08,17,27,4
07/06/08,11,7,22
07/07/08,13,6,6
07/08/08,6,24,15
07/09/08,26,30,24
07/10/08,1,13,16
07/11/08,24,22,23
07/12/08,20,19,21
07/13/08,30,6,5
07/14/08,21,15,10
07/15/08,19,7,29
07/16/08,13,4,19
07/17/08,5,19,20
07/18/08,21,18,30
07/19/08,5,28,21
07/20/08,24,16,16
07/21/08,20,17,19
07/22/08,14,26,28
07/23/08,10,20,19
07/24/08,30,16,1
07/25/08,15,5,18
07/26/08,18,20,3
07/27/08,7,6,20
07/28/08,19,7,13
07/29/08,28,27,7
07/30/08,20,5,6
07/31/08,25,7,30
08/01/08,25,1,4
08/02/08,6,20,16
08/03/08,14,20,29
08/04/08,17,24,30
08/05/08,3,22,7
08/06/08,11,23,13
08/07/08,9,22,9
08/08/08,13,24,25
08/09/08,2,11,18
08/10/08,9,9,12
08/11/08,11,28,25
08/12/08,23,9,13
08/13/08,8,5,9
08/14/08,15,20,21
08/15/08,10,8,19
08/16/08,11,12,14
08/17/08,11,29,8
08/18/08,24,5,4
08/19/08,30,26,23
08/20/08,28,17,9
08/21/08,18,7,7
08/22/08,6,5,29
08/23/08,24,28,14
08/24/08,6,24,25
08/25/08,19,15,28
08/26/08,29,4,16
08/27/08,12,5,27
08/28/08,24,15,6
08/29/08,6,17,18
08/30/08,4,9,10
08/31/08,8,30,18
09/01/08,30,25,20
09/02/08,5,11,14
09/03/08,19,21,14
09/04/08,29,3,24
09/05/08,4,27,4
09/06/08,16,29,16
09/07/08,1,28,6
09/08/08,6,12,6
09/09/08,13,8,29
09/10/08,15,3,11
09/11/08,29,30,14
09/12/08,27,13,19
09/13/08,3,18,3
09/14/08,20,24,30
09/15/08,15,21,13
09/16/08,24,1,3
09/17/08,6,6,22
09/18/08,12,19,16
09/19/08,16,26,25
09/20/08,13,28,18
09/21/08,7,25,29
09/22/08,10,5,17
09/23/08,30,29,11
09/24/08,23,21,7
09/25/08,28,18,29
09/26/08,22,10,19
09/27/08,19,6,27
09/28/08,26,1,27
09/29/08,29,18,4
09/30/08,20,29,5
10/01/08,24,21,9
10/02/08,10,9,20
10/03/08,4,6,8
10/04/08,9,18,10
10/05/08,26,21,21
10/06/08,27,19,21
10/07/08,10,10,10
10/08/08,10,12,15
10/09/08,20,6,5
10/10/08,4,14,25
10/11/08,1,27,26
10/12/08,21,17,17
10/13/08,19,29,17
10/14/08,5,20,7
10/15/08,20,25,8
10/16/08,24,17,26
10/17/08,15,14,11
10/18/08,8,7,19
10/19/08,21,6,2
10/20/08,21,13,6
10/21/08,19,30,24
10/22/08,20,20,9
10/23/08,14,24,19
10/24/08,2,13,23
10/25/08,6,23,28
10/26/08,16,2,15
10/27/08,10,24,25
10/28/08,2,27,24
10/29/08,9,26,18
10/30/08,21,23,10
10/31/08,16,27,22
11/01/08,30,26,15
11/02/08,24,6,21
11/03/08,13,24,6
11/04/08,2,23,18
11/05/08,2,26,1
11/06/08,23,13,11
11/07/08,11,6,17
11/08/08,20,19,26
11/09/08,22,20,23
11/10/08,1,15,30
11/11/08,30,25,6
11/12/08,25,29,13
11/13/08,11,24,7
11/14/08,20,20,6
11/15/08,14,10,14
11/16/08,10,3,16
11/17/08,12,30,5
11/18/08,15,22,23
11/19/08,11,7,29
11/20/08,4,22,30
11/21/08,28,27,11
11/22/08,5,16,23
11/23/08,26,18,19
11/24/08,29,3,6
11/25/08,28,26,29
11/26/08,1,30,2
11/27/08,27,1,8
11/28/08,24,25,27
11/29/08,24,5,28
11/30/08,16,3,29
12/01/08,25,11,29
12/02/08,5,15,21
12/03/08,7,10,4
12/04/08,11,17,23
12/05/08,23,17,17
12/06/08,13,21,27
12/07/08,10,22,18
12/08/08,7,18,20
12/09/08,13,22,1
12/10/08,24,2,12
12/11/08,17,28,24
12/12/08,13,5,6
12/13/08,17,7,12
12/14/08,15,1,7
12/15/08,10,27,18
12/16/08,19,7,18
12/17/08,15,2,14
12/18/08,22,30,22
12/19/08,29,19,10
12/20/08,26,30,16
12/21/08,13,20,4
12/22/08,8,16,21
12/23/08,11,30,16
12/24/08,9,20,12
12/25/08,8,25,19
12/26/08,25,2,12
12/27/08,12,4,25
12/28/08,13,17,14
12/29/08,20,13,2
12/30/08,2,17,16
12/31/08,21,30,9
01/01/09,9,25,9
01/02/09,21,24,5
01/03/09,10,6,8
01/04/09,13,26,2
01/05/09,7,11,9
01/06/09,13,2,29
01/07/09,1,7,28
01/08/09,2,20,8
01/09/09,16,8,15
01/10/09,2,24,28
01/11/09,28,13,4
01/12/09,20,14,23
01/13/09,9,24,15
01/14/09,1,25,22
01/15/09,16,4,1
01/16/09,28,4,3
01/17/09,4,9,12
01/18/09,14,28,14
01/19/09,10,25,22
01/20/09,27,17,28
01/21/09,3,30,4
01/22/09,6,27,19
01/23/09,16,12,9
01/24/09,26,27,21
01/25/09,13,10,29
01/26/09,13,29,18
01/27/09,17,10,16
01/28/09,10,14,20
01/29/09,6,11,20
01/30/09,10,1,17
01/31/09,15,27,17
02/01/09,18,23,15
02/02/09,14,4,23
02/03/09,18,5,26
02/04/09,17,28,28
02/05/09,8,8,23
02/06/09,16,30,13
02/07/09,30,12,19
02/08/09,20,12,24
02/09/09,9,23,24
02/10/09,5,24,7
02/11/09,26,23,23
02/12/09,11,5,23
02/13/09,1,16,19
02/14/09,1,1,20
02/15/09,18,15,22
02/16/09,29,27,24
02/17/09,4,17,18
02/18/09,7,16,6
02/19/09,2,27,7
02/20/09,22,26,7
02/21/09,28,13,27
02/22/09,30,7,21
02/23/09,5,16,1
02/24/09,12,5,27
02/25/09,28,28,11
02/26/09,10,12,27
02/27/09,8,8,1
02/28/09,25,30,4
03/01/09,22,15,8
03/02/09,19,16,23
03/03/09,16,1,27
03/04/09,12,13,22
03/05/09,29,27,23
03/06/09,25,1,7
03/07/09,12,23,3
03/08/09,4,27,11
03/09/09,6,1,23
03/10/09,15,27,16
03/11/09,28,29,6
03/12/09,3,15,23
03/13/09,30,24,30
03/14/09,9,3,21
03/15/09,16,28,6
03/16/09,25,7,21
03/17/09,25,5,5
03/18/09,21,26,26
03/19/09,4,26,14
03/20/09,29,6,16
03/21/09,11,30,17
03/22/09,18,27,25
03/23/09,24,3,5
03/24/09,16,1,14
03/25/09,8,29,18
03/26/09,8,23,12
03/27/09,29,17,30
03/28/09,7,24,29
03/29/09,21,29,10
03/30/09,7,2,26
03/31/09,1,23,30
04/01/09,27,12,22
04/02/09,2,28,28
04/03/09,25,14,14
04/04/09,21,30,25
04/05/09,19,15,22
04/06/09,14,5,5
04/07/09,3,5,2
04/08/09,5,30,25
04/09/09,17,7,28
04/10/09,11,10,23
04/11/09,2,22,4
04/12/09,16,19,26
04/13/09,17,28,12
04/14/09,3,5,19
04/15/09,28,30,23
04/16/09,19,26,6
04/17/09,5,22,23
04/18/09,13,24,28
04/19/09,2,5,18
04/20/09,20,27,28
04/21/09,20,9,20
04/22/09,1,24,20
04/23/09,10,13,27
04/24/09,23,4,8
04/25/09,19,30,7
04/26/09,23,7,3
04/27/09,11,24,3
04/28/09,29,8,8
04/29/09,18,30,24
04/30/09,28,18,1
05/01/09,3,25,9
05/02/09,28,15,22
05/03/09,14,8,2
05/04/09,10,25,6
05/05/09,5,17,17
05/06/09,17,17,11
05/07/09,30,13,13
05/08/09,7,27,24
05/09/09,3,17,25
05/10/09,19,5,8
05/11/09,18,17,2
05/12/09,12,25,24
05/13/09,7,13,9
05/14/09,5,6,7
05/15/09,7,8,25
05/16/09,6,20,15
05/17/09,1,26,20
05/18/09,28,9,9
05/19/09,7,17,18
05/20/09,6,21,22
05/21/09,12,7,5
05/22/09,22,27,5
05/23/09,7,12,8
05/24/09,11,9,28
05/25/09,4,17,27
05/26/09,11,3,9
05/27/09,9,23,20
05/28/09,29,6,26
05/29/09,21,26,20
05/30/09,19,3,14
05/31/09,18,28,21
06/01/09,25,29,11
06/02/09,24,12,6
06/03/09,23,8,14
06/04/09,24,3,21
06/05/09,18,5,28
06/06/09,30,30,29
06/07/09,17,5,7
06/08/09,12,30,3
06/09/09,7,24,27
06/10/09,9,10,9
06/11/09,21,6,3
06/12/09,25,13,14
06/13/09,2,24,22
06/14/09,4,12,8
06/15/09,9,21,15
06/16/09,20,1,16
06/17/09,19,19,4
06/18/09,5,8,26
06/19/09,19,4,19
06/20/09,6,23,27
06/21/09,5,10,2
06/22/09,25,5,14
06/23/09,14,4,27
06/24/09,3,13,25
06/25/09,1,10,17
06/26/09,14,2,5
06/27/09,10,17,12
06/28/09,27,25,22
06/29/09,9,16,20
06/30/09,15,27,20
07/01/09,10,1,3
07/02/09,28,27,27
07/03/09,25,18,30
07/04/09,23,30,17
07/05/09,20,26,16
07/06/09,8,13,26
07/07/09,12,22,1
07/08/09,4,17,27
07/09/09,4,5,5
07/10/09,29,5,12
07/11/09,26,13,10
07/12/09,6,17,11
07/13/09,26,19,20
07/14/09,9,10,18
07/15/09,13,19,24
07/16/09,8,30,9
07/17/09,11,27,2
07/18/09,30,5,8
07/19/09,1,30,14
07/20/09,17,28,1
07/21/09,7,10,14
07/22/09,2,24,21
07/23/09,10,6,30
07/24/09,10,29,24
07/25/09,24,20,29
07/26/09,27,16,29
07/27/09,11,15,15
07/28/09,26,6,23
07/29/09,18,30,28
07/30/09,6,14,4
07/31/09,9,1,3
08/01/09,12,30,9
08/02/09,26,11,27
08/03/09,17,30,12
08/04/09,26,17,10
08/05/09,18,4,24
08/06/09,6,2,29
08/07/09,27,28,5
08/08/09,8,5,29
08/09/09,14,21,24
08/10/09,11,5,25
08/11/09,2,11,4
08/12/09,10,30,26
08/13/09,7,22,28
08/14/09,17,19,6
08/15/09,6,26,9
08/16/09,22,23,13
08/17/09,5,30,7
08/18/09,8,8,3
08/19/09,25,17,4
08/20/09,10,26,17
08/21/09,24,22,26
08/22/09,9,30,30
08/23/09,20,25,22
08/24/09,29,11,19
08/25/09,2,10,28
08/26/09,4,21,16
08/27/09,2,14,17
08/28/09,1,27,9
08/29/09,6,21,6
08/30/09,6,29,19
08/31/09,27,24,8
09/01/09,3,18,8
09/02/09,18,16,11
09/03/09,11,13,5
09/04/09,7,28,3
09/05/09,6,6,21
09/06/09,1,1,30
09/07/09,15,1,26
09/08/09,28,20,14
09/09/09,25,14,8
09/10/09,25,12,16
09/11/09,18,25,20
09/12/09,21,25,1
09/13/09,21,11,7
09/14/09,26,4,28
09/15/09,10,7,24
09/16/09,11,25,13
09/17/09,30,6,23
09/18/09,21,17,16
09/19/09,18,22,8
09/20/09,1,8,11
09/21/09,16,27,22
09/22/09,27,25,22
09/23/09,17,20,17
09/24/09,25,2,28
09/25/09,15,7,27
09/26/09,8,19,1
09/27/09,28,8,23
09/28/09,11,12,13
09/29/09,27,2,4
09/30/09,23,16,5
10/01/09,9,17,18
10/02/09,21,18,11
10/03/09,6,4,13
10/04/09,6,28,4
10/05/09,23,30,8
10/06/09,6,27,9
10/07/09,10,20,11
10/08/09,11,29,28
10/09/09,14,7,1
10/10/09,10,22,27
10/11/09,22,19,23
10/12/09,6,26,12
10/13/09,28,27,1
10/14/09,3,16,17
10/15/09,1,2,29
10/16/09,17,29,28
10/17/09,13,5,10
10/18/09,27,6,11
10/19/09,30,16,3
10/20/09,29,18,24
10/21/09,22,29,21
10/22/09,9,18,16
10/23/09,3,1,24
10/24/09,8,30,14
10/25/09,4,24,9
10/26/09,9,30,27
10/27/09,17,26,6
10/28/09,23,19,12
10/29/09,29,19,18
10/30/09,22,6,24
10/31/09,27,28,16
11/01/09,9,8,14
11/02/09,2,1,25
11/03/09,8,3,24
11/04/09,2,27,27
11/05/09,24,21,23
11/06/09,4,1,9
11/07/09,20,19,29
11/08/09,28,23,11
11/09/09,25,5,20
11/10/09,4,18,2
11/11/09,17,4,12
11/12/09,7,15,17
11/13/09,18,25,9
11/14/09,19,29,16
11/15/09,28,16,13
11/16/09,14,8,3
11/17/09,25,18,16
11/18/09,24,23,27
11/19/09,3,3,4
11/20/09,12,25,25
11/21/09,30,28,10
11/22/09,2,25,23
11/23/09,25,26,23
11/24/09,13,25,9
11/25/09,3,27,10
11/26/09,8,15,11
11/27/09,24,1,21
11/28/09,2,18,1
11/29/09,19,15,1
11/30/09,5,13,5
12/01/09,17,17,24
12/02/09,5,11,2
12/03/09,10,20,6
12/04/09,25,12,25
12/05/09,25,26,27
12/06/09,10,6,22
12/07/09,20,9,4
12/08/09,26,6,24
12/09/09,5,8,7
12/10/09,19,8,10
12/11/09,21,25,26
12/12/09,24,30,17
12/13/09,5,25,13
12/14/09,13,29,27
12/15/09,6,9,2
12/16/09,24,18,7
12/17/09,3,28,18
12/18/09,15,25,15
12/19/09,16,29,14
12/20/09,4,18,15
12/21/09,5,6,4
12/22/09,3,1,8
12/23/09,19,17,20
12/24/09,6,14,7
12/25/09,26,26,7
12/26/09,12,1,9
12/27/09,11,8,22
12/28/09,18,25,30
12/29/09,30,11,24
12/30/09,24,22,26
12/31/09,29,20,28
01/01/10,13,15,5
01/02/10,28,11,23
01/03/10,7,12,1
01/04/10,7,15,2
01/05/10,5,18,23
01/06/10,20,8,4
01/07/10,8,2,21
01/08/10,18,17,9
01/09/10,24,14,8
01/10/10,1,15,16
01/11/10,24,15,8
01/12/10,15,12,12
01/13/10,1,11,16
01/14/10,20,17,11
01/15/10,13,7,3
01/16/10,13,28,7
01/17/10,1,8,2
01/18/10,14,7,12
01/19/10,4,11,27
01/20/10,2,24,16
01/21/10,22,3,21
01/22/10,20,6,7
01/23/10,13,20,21
01/24/10,9,11,1
01/25/10,29,6,19
01/26/10,19,5,2
01/27/10,28,9,16
01/28/10,4,4,4
01/29/10,7,22,7
01/30/10,13,30,12
01/31/10,10,15,12
02/01/10,8,19,25
02/02/10,25,24,1
02/03/10,13,29,3
02/04/10,9,25,1
02/05/10,9,21,17
02/06/10,22,8,13
02/07/10,2,6,21
02/08/10,9,22,15
02/09/10,28,14,27
02/10/10,27,20,26
02/11/10,28,19,6
02/12/10,25,11,7
02/13/10,22,9,21
02/14/10,7,4,19
02/15/10,30,23,25
02/16/10,4,10,14
02/17/10,16,24,15
02/18/10,22,18,2
02/19/10,20,4,14
02/20/10,15,17,13
02/21/10,27,7,13
02/22/10,28,18,24
02/23/10,8,2,27
02/24/10,4,30,3
02/25/10,29,30,20
02/26/10,17,25,17
02/27/10,30,14,27
02/28/10,10,19,20
03/01/10,7,2,2
03/02/10,16,7,25
03/03/10,16,18,23
03/04/10,23,26,3
03/05/10,26,11,19
03/06/10,19,1,8
03/07/10,19,17,30
03/08/10,6,25,12
03/09/10,12,12,6
03/10/10,17,5,12
03/11/10,26,20,17
